timestamp,windspeed_north,windspeed_east,covariance_north,covariance_east
130261490,0.0,0.0,0.0,0.0
130361495,0.0,0.0,0.0,0.0
130466001,0.0,0.0,0.0,0.0
130565569,0.0,0.0,0.0,0.0
130665807,0.0,0.0,0.0,0.0
130769553,0.0,0.0,0.0,0.0
130869590,0.0,0.0,0.0,0.0
130969540,0.0,0.0,0.0,0.0
131073937,0.0,0.0,0.0,0.0
131174521,0.0,0.0,0.0,0.0
131275174,0.0,0.0,0.0,0.0
131380330,0.0,0.0,0.0,0.0
131479125,0.0,0.0,0.0,0.0
131579658,0.0,0.0,0.0,0.0
131683138,0.0,0.0,0.0,0.0
131783145,0.0,0.0,0.0,0.0
131883589,0.0,0.0,0.0,0.0
131987736,0.0,0.0,0.0,0.0
132087143,0.0,0.0,0.0,0.0
132192387,0.0,0.0,0.0,0.0
132292362,0.0,0.0,0.0,0.0
132391446,0.0,0.0,0.0,0.0
132495579,0.0,0.0,0.0,0.0
132595627,0.0,0.0,0.0,0.0
132695576,0.0,0.0,0.0,0.0
132800316,0.0,0.0,0.0,0.0
132899163,0.0,0.0,0.0,0.0
133003239,0.0,0.0,0.0,0.0
133103170,0.0,0.0,0.0,0.0
133203288,0.0,0.0,0.0,0.0
133307083,0.0,0.0,0.0,0.0
133407623,0.0,0.0,0.0,0.0
133507202,0.0,0.0,0.0,0.0
133611805,0.0,0.0,0.0,0.0
133711151,0.0,0.0,0.0,0.0
133815642,0.0,0.0,0.0,0.0
133915130,0.0,0.0,0.0,0.0
134015286,0.0,0.0,0.0,0.0
134116768,0.0,0.0,0.0,0.0
134221361,0.0,0.0,0.0,0.0
134320727,0.0,0.0,0.0,0.0
134420722,0.0,0.0,0.0,0.0
134524811,0.0,0.0,0.0,0.0
134626054,0.0,0.0,0.0,0.0
134728765,0.0,0.0,0.0,0.0
134828755,0.0,0.0,0.0,0.0
134928811,0.0,0.0,0.0,0.0
135034031,0.0,0.0,0.0,0.0
135132704,0.0,0.0,0.0,0.0
135232689,0.0,0.0,0.0,0.0
135336799,0.0,0.0,0.0,0.0
135436731,0.0,0.0,0.0,0.0
135540719,0.0,0.0,0.0,0.0
135640717,0.0,0.0,0.0,0.0
135740743,0.0,0.0,0.0,0.0
135845214,0.0,0.0,0.0,0.0
135944826,0.0,0.0,0.0,0.0
136044772,0.0,0.0,0.0,0.0
136149352,0.0,0.0,0.0,0.0
136248702,0.0,0.0,0.0,0.0
136353879,0.0,0.0,0.0,0.0
136454436,0.0,0.0,0.0,0.0
136552716,0.0,0.0,0.0,0.0
136656791,0.0,0.0,0.0,0.0
136756692,0.0,0.0,0.0,0.0
136858080,0.0,0.0,0.0,0.0
136960764,0.0,0.0,0.0,0.0
137060740,0.0,0.0,0.0,0.0
137164729,0.0,0.0,0.0,0.0
137265149,0.0,0.0,0.0,0.0
137364725,0.0,0.0,0.0,0.0
137468781,0.0,0.0,0.0,0.0
137570694,0.0,0.0,0.0,0.0
137670775,0.0,0.0,0.0,0.0
137770344,0.0,0.0,0.0,0.0
137874353,0.0,0.0,0.0,0.0
137974354,0.0,0.0,0.0,0.0
138079400,0.0,0.0,0.0,0.0
138183404,0.0,0.0,0.0,0.0
138282354,0.0,0.0,0.0,0.0
138383404,0.0,0.0,0.0,0.0
138486817,0.0,0.0,0.0,0.0
138587420,0.0,0.0,0.0,0.0
138690334,0.0,0.0,0.0,0.0
138791539,0.0,0.0,0.0,0.0
138890844,0.0,0.0,0.0,0.0
138994371,0.0,0.0,0.0,0.0
139094350,0.0,0.0,0.0,0.0
139198808,0.0,0.0,0.0,0.0
139298356,0.0,0.0,0.0,0.0
139398342,0.0,0.0,0.0,0.0
139502403,0.0,0.0,0.0,0.0
139602811,0.0,0.0,0.0,0.0
139702338,0.0,0.0,0.0,0.0
139806364,0.0,0.0,0.0,0.0
139906783,0.0,0.0,0.0,0.0
140010990,0.0,0.0,0.0,0.0
140110309,0.0,0.0,0.0,0.0
140210792,0.0,0.0,0.0,0.0
140314965,0.0,0.0,0.0,0.0
140414315,0.0,0.0,0.0,0.0
140514727,0.0,0.0,0.0,0.0
140618383,0.0,0.0,0.0,0.0
140718374,0.0,0.0,0.0,0.0
140822815,0.0,0.0,0.0,0.0
140923788,0.0,0.0,0.0,0.0
141022397,0.0,0.0,0.0,0.0
141126333,0.0,0.0,0.0,0.0
141227104,0.0,0.0,0.0,0.0
141327978,0.0,0.0,0.0,0.0
141429524,0.0,0.0,0.0,0.0
141531911,0.0,0.0,0.0,0.0
141631921,0.0,0.0,0.0,0.0
141732884,0.0,0.0,0.0,0.0
141835878,0.0,0.0,0.0,0.0
141935881,0.0,0.0,0.0,0.0
142039966,0.0,0.0,0.0,0.0
142140065,0.0,0.0,0.0,0.0
142240582,0.0,0.0,0.0,0.0
142344882,0.0,0.0,0.0,0.0
142443998,0.0,0.0,0.0,0.0
142543982,0.0,0.0,0.0,0.0
142649085,0.0,0.0,0.0,0.0
142748353,0.0,0.0,0.0,0.0
142851899,0.0,0.0,0.0,0.0
142952588,0.0,0.0,0.0,0.0
143052827,0.0,0.0,0.0,0.0
143156423,0.0,0.0,0.0,0.0
143255890,0.0,0.0,0.0,0.0
143355925,0.0,0.0,0.0,0.0
143459976,0.0,0.0,0.0,0.0
143559971,0.0,0.0,0.0,0.0
143663911,0.0,0.0,0.0,0.0
143763898,0.0,0.0,0.0,0.0
143864554,0.0,0.0,0.0,0.0
143968606,0.0,0.0,0.0,0.0
144067904,0.0,0.0,0.0,0.0
144168351,0.0,0.0,0.0,0.0
144271985,0.0,0.0,0.0,0.0
144371954,0.0,0.0,0.0,0.0
144475933,0.0,0.0,0.0,0.0
144576343,0.0,0.0,0.0,0.0
144676571,0.0,0.0,0.0,0.0
144781401,0.0,0.0,0.0,0.0
144879946,0.0,0.0,0.0,0.0
144979952,0.0,0.0,0.0,0.0
145084731,0.0,0.0,0.0,0.0
145183804,0.0,0.0,0.0,0.0
145285606,0.0,0.0,0.0,0.0
145390779,0.0,0.0,0.0,0.0
145490779,0.0,0.0,0.0,0.0
145590719,0.0,0.0,0.0,0.0
145693608,0.0,0.0,0.0,0.0
145793588,0.0,0.0,0.0,0.0
145893564,0.0,0.0,0.0,0.0
145997602,0.0,0.0,0.0,0.0
146097628,0.0,0.0,0.0,0.0
146201864,0.0,0.0,0.0,0.0
146302811,0.0,0.0,0.0,0.0
146401656,0.0,0.0,0.0,0.0
146505600,0.0,0.0,0.0,0.0
146606548,0.0,0.0,0.0,0.0
146705541,0.0,0.0,0.0,0.0
146809600,0.0,0.0,0.0,0.0
146909525,0.0,0.0,0.0,0.0
147013492,0.0,0.0,0.0,0.0
147113579,0.0,0.0,0.0,0.0
147215170,0.0,0.0,0.0,0.0
147317601,0.0,0.0,0.0,0.0
147417597,0.0,0.0,0.0,0.0
147518371,0.0,0.0,0.0,0.0
147621556,0.0,0.0,0.0,0.0
147723730,0.0,0.0,0.0,0.0
147825594,0.0,0.0,0.0,0.0
147925533,0.0,0.0,0.0,0.0
148026290,0.0,0.0,0.0,0.0
148129558,0.0,0.0,0.0,0.0
148229550,0.0,0.0,0.0,0.0
148329540,0.0,0.0,0.0,0.0
148433572,0.0,0.0,0.0,0.0
148533999,0.0,0.0,0.0,0.0
148637622,0.0,0.0,0.0,0.0
148738030,0.0,0.0,0.0,0.0
148838453,0.0,0.0,0.0,0.0
148941993,0.0,0.0,0.0,0.0
149041566,0.0,0.0,0.0,0.0
149141596,0.0,0.0,0.0,0.0
149245554,0.0,0.0,0.0,0.0
149346898,0.0,0.0,0.0,0.0
149450751,0.0,0.0,0.0,0.0
149549569,0.0,0.0,0.0,0.0
149649752,0.0,0.0,0.0,0.0
149753827,0.0,0.0,0.0,0.0
149854655,0.0,0.0,0.0,0.0
149956292,0.0,0.0,0.0,0.0
150055239,0.0,0.0,0.0,0.0
150159129,0.0,0.0,0.0,0.0
150259139,0.0,0.0,0.0,0.0
150363173,0.0,0.0,0.0,0.0
150464459,0.0,0.0,0.0,0.0
150563248,0.0,0.0,0.0,0.0
150667118,0.0,0.0,0.0,0.0
150767141,0.0,0.0,0.0,0.0
150867242,0.0,0.0,0.0,0.0
150971681,0.0,0.0,0.0,0.0
151071132,0.0,0.0,0.0,0.0
151175554,0.0,0.0,0.0,0.0
151275379,0.0,0.0,0.0,0.0
151375264,0.0,0.0,0.0,0.0
151480379,0.0,0.0,0.0,0.0
151579182,0.0,0.0,0.0,0.0
151680049,0.0,0.0,0.0,0.0
151783197,0.0,0.0,0.0,0.0
151885379,0.0,0.0,0.0,0.0
151987150,0.0,0.0,0.0,0.0
152087228,0.0,0.0,0.0,0.0
152188181,0.0,0.0,0.0,0.0
152291559,0.0,0.0,0.0,0.0
152391127,0.0,0.0,0.0,0.0
152491926,0.0,0.0,0.0,0.0
152595191,0.0,0.0,0.0,0.0
152695201,0.0,0.0,0.0,0.0
152799792,0.0,0.0,0.0,0.0
152899539,0.0,0.0,0.0,0.0
153000005,0.0,0.0,0.0,0.0
153105652,0.0,0.0,0.0,0.0
153207163,0.0,0.0,0.0,0.0
153310010,0.0,0.0,0.0,0.0
153412206,0.0,0.0,0.0,0.0
153511145,0.0,0.0,0.0,0.0
153611230,0.0,0.0,0.0,0.0
153715564,0.0,0.0,0.0,0.0
153815114,0.0,0.0,0.0,0.0
153920370,0.0,0.0,0.0,0.0
154020351,0.0,0.0,0.0,0.0
154119950,0.0,0.0,0.0,0.0
154223918,0.0,0.0,0.0,0.0
154323680,0.0,0.0,0.0,0.0
154424473,0.0,0.0,0.0,0.0
154527146,0.0,0.0,0.0,0.0
154627147,0.0,0.0,0.0,0.0
154731153,0.0,0.0,0.0,0.0
154833943,0.0,0.0,0.0,0.0
154935175,0.0,0.0,0.0,0.0
155040210,0.0,0.0,0.0,0.0
155139108,0.0,0.0,0.0,0.0
155239792,0.0,0.0,0.0,0.0
155343798,0.0,0.0,0.0,0.0
155443117,0.0,0.0,0.0,0.0
155543210,0.0,0.0,0.0,0.0
155647702,0.0,0.0,0.0,0.0
155747136,0.0,0.0,0.0,0.0
155851144,0.0,0.0,0.0,0.0
155951128,0.0,0.0,0.0,0.0
156051228,0.0,0.0,0.0,0.0
156155600,0.0,0.0,0.0,0.0
156255092,0.0,0.0,0.0,0.0
156359428,0.0,0.0,0.0,0.0
156459194,0.0,0.0,0.0,0.0
156559171,0.0,0.0,0.0,0.0
156663183,0.0,0.0,0.0,0.0
156763182,0.0,0.0,0.0,0.0
156863203,0.0,0.0,0.0,0.0
156967110,0.0,0.0,0.0,0.0
157067175,0.0,0.0,0.0,0.0
157167168,0.0,0.0,0.0,0.0
157271192,0.0,0.0,0.0,0.0
157371118,0.0,0.0,0.0,0.0
157475786,0.0,0.0,0.0,0.0
157575765,0.0,0.0,0.0,0.0
157675363,0.0,0.0,0.0,0.0
157779157,0.0,0.0,0.0,0.0
157879155,0.0,0.0,0.0,0.0
157979145,0.0,0.0,0.0,0.0
158084231,0.0,0.0,0.0,0.0
158183149,0.0,0.0,0.0,0.0
158287629,0.0,0.0,0.0,0.0
158387928,0.0,0.0,0.0,0.0
158487224,0.0,0.0,0.0,0.0
158591694,0.0,0.0,0.0,0.0
158691743,0.0,0.0,0.0,0.0
158791626,0.0,0.0,0.0,0.0
158892697,0.0,0.0,0.0,0.0
158997950,0.0,0.0,0.0,0.0
159096719,0.0,0.0,0.0,0.0
159200745,0.0,0.0,0.0,0.0
159300719,0.0,0.0,0.0,0.0
159401988,0.0,0.0,0.0,0.0
159504689,0.0,0.0,0.0,0.0
159604739,0.0,0.0,0.0,0.0
159704730,0.0,0.0,0.0,0.0
159810016,0.0,0.0,0.0,0.0
159909248,0.0,0.0,0.0,0.0
160012776,0.0,0.0,0.0,0.0
160114054,0.0,0.0,0.0,0.0
160212788,0.0,0.0,0.0,0.0
160316785,0.0,0.0,0.0,0.0
160417540,0.0,0.0,0.0,0.0
160517577,0.0,0.0,0.0,0.0
160620725,0.0,0.0,0.0,0.0
160721199,0.0,0.0,0.0,0.0
160824725,0.0,0.0,0.0,0.0
160924605,0.0,0.0,0.0,0.0
161024871,0.0,0.0,0.0,0.0
161129275,0.0,0.0,0.0,0.0
161228722,0.0,0.0,0.0,0.0
161328727,0.0,0.0,0.0,0.0
161433173,0.0,0.0,0.0,0.0
161533373,0.0,0.0,0.0,0.0
161636771,0.0,0.0,0.0,0.0
161738039,0.0,0.0,0.0,0.0
161837491,0.0,0.0,0.0,0.0
161940709,0.0,0.0,0.0,0.0
162041772,0.0,0.0,0.0,0.0
162141402,0.0,0.0,0.0,0.0
162244740,0.0,0.0,0.0,0.0
162344770,0.0,0.0,0.0,0.0
162448702,0.0,0.0,0.0,0.0
162548699,0.0,0.0,0.0,0.0
162648811,0.0,0.0,0.0,0.0
162753183,0.0,0.0,0.0,0.0
162853366,0.0,0.0,0.0,0.0
162953064,0.0,0.0,0.0,0.0
163057213,0.0,0.0,0.0,0.0
163156756,0.0,0.0,0.0,0.0
163261530,0.0,0.0,0.0,0.0
163360832,0.0,0.0,0.0,0.0
163460791,0.0,0.0,0.0,0.0
163564720,0.0,0.0,0.0,0.0
163664722,0.0,0.0,0.0,0.0
163764820,0.0,0.0,0.0,0.0
163869234,0.0,0.0,0.0,0.0
163968708,0.0,0.0,0.0,0.0
164073975,0.0,0.0,0.0,0.0
164176729,0.0,0.0,0.0,0.0
164276737,0.0,0.0,0.0,0.0
164380700,0.0,0.0,0.0,0.0
164481151,0.0,0.0,0.0,0.0
164581373,0.0,0.0,0.0,0.0
164684743,0.0,0.0,0.0,0.0
164785394,0.0,0.0,0.0,0.0
164884710,0.0,0.0,0.0,0.0
164989546,0.0,0.0,0.0,0.0
165088755,0.0,0.0,0.0,0.0
165193402,0.0,0.0,0.0,0.0
165292731,0.0,0.0,0.0,0.0
165393165,0.0,0.0,0.0,0.0
165496668,0.0,0.0,0.0,0.0
165596721,0.0,0.0,0.0,0.0
165697226,0.0,0.0,0.0,0.0
165800783,0.0,0.0,0.0,0.0
165900602,0.0,0.0,0.0,0.0
166004819,0.0,0.0,0.0,0.0
166104752,0.0,0.0,0.0,0.0
166204751,0.0,0.0,0.0,0.0
166309894,0.0,0.0,0.0,0.0
166409673,0.0,0.0,0.0,0.0
166508786,0.0,0.0,0.0,0.0
166612732,0.0,0.0,0.0,0.0
166713403,0.0,0.0,0.0,0.0
166816762,0.0,0.0,0.0,0.0
166916750,0.0,0.0,0.0,0.0
167016703,0.0,0.0,0.0,0.0
167121841,0.0,0.0,0.0,0.0
167221223,0.0,0.0,0.0,0.0
167321141,0.0,0.0,0.0,0.0
167424675,0.0,0.0,0.0,0.0
167524694,0.0,0.0,0.0,0.0
167629688,0.0,0.0,0.0,0.0
167728746,0.0,0.0,0.0,0.0
167828798,0.0,0.0,0.0,0.0
167933291,0.0,0.0,0.0,0.0
168032788,0.0,0.0,0.0,0.0
168132746,0.0,0.0,0.0,0.0
168237229,0.0,0.0,0.0,0.0
168336784,0.0,0.0,0.0,0.0
168441757,0.0,0.0,0.0,0.0
168540681,0.0,0.0,0.0,0.0
168641568,0.0,0.0,0.0,0.0
168744736,0.0,0.0,0.0,0.0
168844733,0.0,0.0,0.0,0.0
168944719,0.0,0.0,0.0,0.0
169049533,0.0,0.0,0.0,0.0
169149508,0.0,0.0,0.0,0.0
169252739,0.0,0.0,0.0,0.0
169352706,0.0,0.0,0.0,0.0
169453393,0.0,0.0,0.0,0.0
169556718,0.0,0.0,0.0,0.0
169656713,0.0,0.0,0.0,0.0
169756704,0.0,0.0,0.0,0.0
169861204,0.0,0.0,0.0,0.0
169960734,0.0,0.0,0.0,0.0
170064761,0.0,0.0,0.0,0.0
170164738,0.0,0.0,0.0,0.0
170265024,0.0,0.0,0.0,0.0
170368720,0.0,0.0,0.0,0.0
170468695,0.0,0.0,0.0,0.0
170569378,0.0,0.0,0.0,0.0
170672735,0.0,0.0,0.0,0.0
170772709,0.0,0.0,0.0,0.0
170878105,0.0,0.0,0.0,0.0
170980676,0.0,0.0,0.0,0.0
171081956,0.0,0.0,0.0,0.0
171184743,0.0,0.0,0.0,0.0
171284754,0.0,0.0,0.0,0.0
171385369,0.0,0.0,0.0,0.0
171488743,0.0,0.0,0.0,0.0
171588675,0.0,0.0,0.0,0.0
171688756,0.0,0.0,0.0,0.0
171793224,0.0,0.0,0.0,0.0
171892786,0.0,0.0,0.0,0.0
171998077,0.0,0.0,0.0,0.0
172098052,0.0,0.0,0.0,0.0
172198175,0.0,0.0,0.0,0.0
172300702,0.0,0.0,0.0,0.0
172400717,0.0,0.0,0.0,0.0
172500718,0.0,0.0,0.0,0.0
172605300,0.0,0.0,0.0,0.0
172704666,0.0,0.0,0.0,0.0
172808734,0.0,0.0,0.0,0.0
172908756,0.0,0.0,0.0,0.0
173009802,0.0,0.0,0.0,0.0
173112737,0.0,0.0,0.0,0.0
173212847,0.0,0.0,0.0,0.0
173313490,0.0,0.0,0.0,0.0
173416718,0.0,0.0,0.0,0.0
173516756,0.0,0.0,0.0,0.0
173621372,0.0,0.0,0.0,0.0
173721181,0.0,0.0,0.0,0.0
173820777,0.0,0.0,0.0,0.0
173924787,0.0,0.0,0.0,0.0
174025240,0.0,0.0,0.0,0.0
174124731,0.0,0.0,0.0,0.0
174228748,0.0,0.0,0.0,0.0
174330067,0.0,0.0,0.0,0.0
174432732,0.0,0.0,0.0,0.0
174533046,0.0,0.0,0.0,0.0
174633363,0.0,0.0,0.0,0.0
174737398,0.0,0.0,0.0,0.0
174836770,0.0,0.0,0.0,0.0
174936825,0.0,0.0,0.0,0.0
175041880,0.0,0.0,0.0,0.0
175141535,0.0,0.0,0.0,0.0
175244698,0.0,0.0,0.0,0.0
175344718,0.0,0.0,0.0,0.0
175445155,0.0,0.0,0.0,0.0
175548743,0.0,0.0,0.0,0.0
175648765,0.0,0.0,0.0,0.0
175749687,0.0,0.0,0.0,0.0
175852744,0.0,0.0,0.0,0.0
175952734,0.0,0.0,0.0,0.0
176057999,0.0,0.0,0.0,0.0
176160718,0.0,0.0,0.0,0.0
176260592,0.0,0.0,0.0,0.0
176364796,0.0,0.0,0.0,0.0
176465811,0.0,0.0,0.0,0.0
176564795,0.0,0.0,0.0,0.0
176668718,0.0,0.0,0.0,0.0
176769944,0.0,0.0,0.0,0.0
176869788,0.0,0.0,0.0,0.0
176972720,0.0,0.0,0.0,0.0
177073938,0.0,0.0,0.0,0.0
177176772,0.0,0.0,0.0,0.0
177276718,0.0,0.0,0.0,0.0
177376777,0.0,0.0,0.0,0.0
177481254,0.0,0.0,0.0,0.0
177580779,0.0,0.0,0.0,0.0
177681781,0.0,0.0,0.0,0.0
177784747,0.0,0.0,0.0,0.0
177886034,0.0,0.0,0.0,0.0
177988709,0.0,0.0,0.0,0.0
178089793,0.0,0.0,0.0,0.0
178188810,0.0,0.0,0.0,0.0
178293516,0.0,0.0,0.0,0.0
178393189,0.0,0.0,0.0,0.0
178493958,0.0,0.0,0.0,0.0
178597228,0.0,0.0,0.0,0.0
178697489,0.0,0.0,0.0,0.0
178801894,0.0,0.0,0.0,0.0
178901086,0.0,0.0,0.0,0.0
179000838,0.0,0.0,0.0,0.0
179105901,0.0,0.0,0.0,0.0
179204747,0.0,0.0,0.0,0.0
179304746,0.0,0.0,0.0,0.0
179409556,0.0,0.0,0.0,0.0
179509221,0.0,0.0,0.0,0.0
179612712,0.0,0.0,0.0,0.0
179712753,0.0,0.0,0.0,0.0
179812806,0.0,0.0,0.0,0.0
179917199,0.0,0.0,0.0,0.0
180016688,0.0,0.0,0.0,0.0
180116713,0.0,0.0,0.0,0.0
180220602,0.0,0.0,0.0,0.0
180321399,0.0,0.0,0.0,0.0
180425218,0.0,0.0,0.0,0.0
180524773,0.0,0.0,0.0,0.0
180624812,0.0,0.0,0.0,0.0
180729243,0.0,0.0,0.0,0.0
180828752,0.0,0.0,0.0,0.0
180928726,0.0,0.0,0.0,0.0
181033807,0.0,0.0,0.0,0.0
181133209,0.0,0.0,0.0,0.0
181236714,0.0,0.0,0.0,0.0
181336696,0.0,0.0,0.0,0.0
181436743,0.0,0.0,0.0,0.0
181540749,0.0,0.0,0.0,0.0
181642117,0.0,0.0,0.0,0.0
181740753,0.0,0.0,0.0,0.0
181845844,0.0,0.0,0.0,0.0
181945789,0.0,0.0,0.0,0.0
182048785,0.0,0.0,0.0,0.0
182148689,0.0,0.0,0.0,0.0
182249950,0.0,0.0,0.0,0.0
182352763,0.0,0.0,0.0,0.0
182452692,0.0,0.0,0.0,0.0
182552712,0.0,0.0,0.0,0.0
182657220,0.0,0.0,0.0,0.0
182756795,0.0,0.0,0.0,0.0
182860739,0.0,0.0,0.0,0.0
182961866,0.0,0.0,0.0,0.0
183060775,0.0,0.0,0.0,0.0
183164700,0.0,0.0,0.0,0.0
183264658,0.0,0.0,0.0,0.0
183364712,0.0,0.0,0.0,0.0
183468742,0.0,0.0,0.0,0.0
183569239,0.0,0.0,0.0,0.0
183672780,0.0,0.0,0.0,0.0
183772772,0.0,0.0,0.0,0.0
183872875,0.0,0.0,0.0,0.0
183977591,0.0,0.0,0.0,0.0
184076728,0.0,0.0,0.0,0.0
184176759,0.0,0.0,0.0,0.0
184281341,0.0,0.0,0.0,0.0
184381134,0.0,0.0,0.0,0.0
184484782,0.0,0.0,0.0,0.0
184584750,0.0,0.0,0.0,0.0
184685772,0.0,0.0,0.0,0.0
184788718,0.0,0.0,0.0,0.0
184888775,0.0,0.0,0.0,0.0
184988822,0.0,0.0,0.0,0.0
